Pokemon,Type1,Type2,FastMove,FastType,ChargedMove,ChargedMoveType,Stamina,Attack,Defense,DPS,TDO,DPSxTDO,CP,Generation,Legendary,TypeColor
Delibird,Ice,Flying,Present,Normal,Aerial Ace,Flying,90,128,90,6.611,50.6,334.4,937,2,FALSE,cyan2
Pachirisu,Electric,,Spark,Electric,Thunderbolt,Electric,120,94,175,6.61,145.8,963.9,"1,213",4,FALSE,yellow2
Bagon,Dragon,,Ember,Fire,Crunch,Dark,90,134,113,6.608,58.7,388.1,"1,053",3,FALSE,cornflowerblue
Elekid,Electric,,Low Kick,Fighting,Brick Break,Fighting,90,135,106,6.579,59.9,394.3,"1,073",2,FALSE,yellow2
Chikorita,Grass,,Tackle,Normal,Grass Knot,Grass,90,92,130,6.578,65.7,432,801,2,FALSE,green2
Jumpluff,Grass,Flying,Bullet Seed,Grass,Energy Ball,Grass,150,118,184,6.578,159.7,"1,050.40","1,553",2,FALSE,green2
Castform,Normal,,Hex,Ghost,Energy Ball,Grass,140,139,140,6.576,108.9,716.4,"1,486",3,FALSE,ivory2
Alolan Rattata,Dark,Normal,Quick Attack,Normal,Shadow Ball,Ghost,60,103,70,6.574,29.1,191.2,588,Alolan,FALSE,gray0
Lombre,Water,Grass,Bubble,Water,Bubble Beam,Water,120,112,135,6.572,88,578.6,"1,102",3,FALSE,dodgerblue2
Dustox,Bug,Poison,Struggle Bug,Bug,Sludge Bomb,Poison,120,98,175,6.567,115.1,755.6,"1,121",3,FALSE,darkgreen
Togetic,Fairy,Flying,Extrasensory,Psychic,Ancient Power,Rock,110,140,205,6.565,117.3,770.1,"1,553",2,FALSE,pink1
Piplup,Water,,Bubble,Water,Drill Peck,Flying,106,112,111,6.563,83.7,549.1,"1,075",4,FALSE,dodgerblue2
Jumpluff,Grass,Flying,Bullet Seed,Grass,Dazzling Gleam,Fairy,150,118,184,6.56,159.2,"1,044.50","1,553",2,FALSE,green2
Slugma,Fire,,Rock Throw,Rock,Flame Charge,Fire,80,118,80,6.558,37.2,243.8,750,2,FALSE,firebrick
Turtwig,Grass,,Tackle,Normal,Body Slam,Normal,110,119,126,6.557,91.6,600.5,"1,187",4,FALSE,green2
Lickitung,Normal,,Zen Headbutt,Psychic,Power Whip,Grass,180,108,150,6.556,134.9,884.2,"1,322",1,FALSE,ivory2
Sandshrew,Ground,,Mud Shot,Ground,Sand Tomb,Ground,100,126,156,6.556,83.7,548.8,"1,194",1,FALSE,peru
Numel,Fire,Ground,Ember,Fire,Stomp,Normal,120,119,89,6.554,59.6,390.3,957,3,FALSE,firebrick
Slaking,Normal,,Yawn,Normal,Earthquake,Ground,300,319,191,6.554,259.4,"1,700.10","4,548",3,FALSE,ivory2
Mareep,Electric,,Thunder Shock,Electric,Body Slam,Normal,110,114,89,6.547,55.1,360.6,887,2,FALSE,yellow2
Mudkip,Water,,Water Gun,Water,Dig,Ground,100,126,100,6.547,56.4,369.4,981,3,FALSE,dodgerblue2
Kecleon,Normal,,Sucker Punch,Dark,Shadow Sneak,Ghost,120,161,228,6.543,139.1,910.5,"1,924",3,FALSE,ivory2
Dustox,Bug,Poison,Confusion,Psychic,Sludge Bomb,Poison,120,98,175,6.539,114.6,749.2,"1,121",3,FALSE,darkgreen
Mudkip,Water,,Tackle,Normal,Sludge,Poison,100,126,100,6.539,56.4,368.5,981,3,FALSE,dodgerblue2
Poliwhirl,Water,,Mud Shot,Ground,Mud Bomb,Ground,130,130,126,6.531,95.3,622.4,"1,313",1,FALSE,dodgerblue2
Remoraid,Water,,Water Gun,Water,Aurora Beam,Ice,70,127,70,6.53,32.4,211.3,749,2,FALSE,dodgerblue2
Pidgeotto,Normal,Flying,Steel Wing,Steel,Air Cutter,Flying,126,117,109,6.528,78.6,512.9,"1,085",1,FALSE,ivory2
Exeggcute,Grass,Psychic,Bullet Seed,Grass,Seed Bomb,Grass,120,107,151,6.527,94.8,618.6,"1,102",1,FALSE,green2
Alolan Rattata,Dark,Normal,Tackle,Normal,Crunch,Dark,60,103,70,6.518,28.8,187.9,588,Alolan,FALSE,gray0
Treecko,Grass,,Pound,Normal,Aerial Ace,Flying,80,124,105,6.515,51.1,333,923,3,FALSE,green2
Koffing,Poison,,Infestation,Bug,Sludge,Poison,80,119,178,6.512,76.8,500.4,"1,091",1,FALSE,purple3
Shuppet,Ghost,,Astonish,Ghost,Shadow Sneak,Ghost,88,138,70,6.512,37.7,245.5,872,3,FALSE,midnightblue
Staryu,Water,,Water Gun,Water,Swift,Normal,60,137,110,6.512,43,280.3,926,1,FALSE,dodgerblue2
Minun,Electric,,Quick Attack,Normal,Swift,Normal,120,147,161,6.511,111,722.8,"1,585",3,FALSE,yellow2
Azumarill,Water,Fairy,Bubble,Water,Ice Beam,Ice,200,112,160,6.508,162.2,"1,055.20","1,503",2,FALSE,dodgerblue2
Lickitung,Normal,,Zen Headbutt,Psychic,Hyper Beam,Normal,180,108,150,6.502,133.7,869.6,"1,322",1,FALSE,ivory2
Taillow,Normal,Flying,Peck,Flying,Aerial Ace,Flying,80,106,60,6.498,32.6,211.6,642,3,FALSE,ivory2
Castform,Normal,,Ember,Fire,Thunder,Electric,140,139,140,6.497,107.6,699.2,"1,486",3,FALSE,ivory2
Pidgeotto,Normal,Flying,Wing Attack,Flying,Air Cutter,Flying,126,117,109,6.495,78.2,507.8,"1,085",1,FALSE,ivory2
Numel,Fire,Ground,Tackle,Normal,Stomp,Normal,120,119,89,6.49,59,382.8,957,3,FALSE,firebrick
Slowpoke,Water,Psychic,Confusion,Psychic,Water Pulse,Water,180,109,124,6.489,108.9,706.5,"1,204",1,FALSE,dodgerblue2
Paras,Bug,Grass,Scratch,Normal,Cross Poison,Poison,70,121,110,6.485,43.6,282.8,836,1,FALSE,darkgreen
Totodile,Water,,Scratch,Normal,Water Pulse,Water,100,117,124,6.483,67.8,439.4,"1,011",2,FALSE,dodgerblue2
Clefairy,Fairy,,Pound,Normal,Moonblast,Fairy,140,107,126,6.482,91.3,592,"1,085",1,FALSE,pink1
Bonsly,Rock,,Counter,Fighting,Bulldoze,Ground,100,124,178,6.474,101.1,654.3,"1,302",4,FALSE,sienna4
Dusclops,Ghost,,Feint Attack,Dark,Shadow Punch,Ghost,80,124,260,6.472,106.2,687.6,"1,335",3,FALSE,midnightblue
Porygon,Normal,,Charge Beam,Electric,Psybeam,Psychic,130,153,149,6.471,100.3,649,"1,567",1,FALSE,ivory2
Slugma,Fire,,Ember,Fire,Flame Charge,Fire,80,118,80,6.468,36.7,237.2,750,2,FALSE,firebrick
Kabuto,Rock,Water,Mud Shot,Ground,Aqua Jet,Water,60,148,169,6.466,59.6,385.2,"1,172",1,FALSE,sienna4
Castform,Normal,,Powder Snow,Ice,Energy Ball,Grass,140,139,140,6.465,107.1,692.4,"1,486",3,FALSE,ivory2
Dratini,Dragon,,Iron Tail,Steel,Aqua Tail,Water,82,119,99,6.463,47.4,306.5,860,1,FALSE,cornflowerblue
Dratini,Dragon,,Dragon Breath,Dragon,Wrap,Normal,82,119,99,6.458,47.4,306,860,1,FALSE,cornflowerblue
Castform,Normal,,Hex,Ghost,Fire Blast,Fire,140,139,140,6.457,107,690.7,"1,486",3,FALSE,ivory2
Meowth,Normal,,Scratch,Normal,Body Slam,Normal,80,92,79,6.455,40.9,263.7,638,1,FALSE,ivory2
Ekans,Poison,,Acid,Poison,Gunk Shot,Poison,70,110,106,6.454,44.5,287.5,778,1,FALSE,purple3
Nidorino,Poison,,Poison Sting,Poison,Horn Attack,Normal,122,137,114,6.454,77.9,502.9,"1,252",1,FALSE,purple3
Slowpoke,Water,Psychic,Water Gun,Water,Water Pulse,Water,180,109,124,6.454,108.3,699,"1,204",1,FALSE,dodgerblue2
Togetic,Fairy,Flying,Zen Headbutt,Psychic,Ancient Power,Rock,110,140,205,6.453,115.3,744.1,"1,553",2,FALSE,pink1
Snorunt,Ice,,Hex,Ghost,Avalanche,Ice,100,95,100,6.452,56.6,365.4,772,3,FALSE,cyan2
Croagunk,Poison,Fighting,Poison Sting,Poison,Low Sweep,Fighting,96,116,80,6.445,60.6,390.9,952,4,FALSE,purple3
Makuhita,Fighting,,Tackle,Normal,Cross Chop,Fighting,144,99,60,6.444,49.1,316.1,745,3,FALSE,chocolate2
Castform,Normal,,Hex,Ghost,Hurricane,Flying,140,139,140,6.439,106.7,686.7,"1,486",3,FALSE,ivory2
Alolan Rattata,Dark,Normal,Quick Attack,Normal,Crunch,Dark,60,103,70,6.438,28.5,183.4,588,Alolan,FALSE,gray0
Corphish,Water,,Rock Smash,Fighting,Aqua Jet,Water,86,141,123,6.438,57.8,371.9,"1,107",3,FALSE,dodgerblue2
Chimchar,Fire,,Scratch,Normal,Flame Charge,Fire,88,113,88,6.436,64.1,412.2,957,4,FALSE,firebrick
Larvitar,Rock,Ground,Bite,Dark,Stomp,Normal,100,115,100,6.432,55.4,356.6,904,2,FALSE,sienna4
Gible,Dragon,Ground,Take Down,Normal,Dig,Ground,116,124,90,6.428,73.3,471.2,"1,112",4,FALSE,cornflowerblue
Chinchou,Water,Electric,Spark,Electric,Bubble Beam,Water,150,106,108,6.426,89,572.1,"1,067",2,FALSE,dodgerblue2
Skiploom,Grass,Flying,Bullet Seed,Grass,Grass Knot,Grass,110,91,126,6.424,79.1,508.3,882,2,FALSE,green2
Spinarak,Bug,Poison,Poison Sting,Poison,Cross Poison,Poison,80,105,80,6.424,37.3,239.4,685,2,FALSE,darkgreen
Makuhita,Fighting,,Rock Smash,Fighting,Cross Chop,Fighting,144,99,60,6.422,48.9,314,745,3,FALSE,chocolate2
Torchic,Fire,,Scratch,Normal,Rock Tomb,Rock,90,130,98,6.421,50.1,321.4,959,3,FALSE,firebrick
Alolan Meowth,Dark,,Bite,Dark,Night Slash,Dark,80,99,81,6.419,40.6,260.8,679,Alolan,FALSE,gray0
Azumarill,Water,Fairy,Rock Smash,Fighting,Hydro Pump,Water,200,112,160,6.418,159.9,"1,026.20","1,503",2,FALSE,dodgerblue2
Jigglypuff,Normal,Fairy,Pound,Normal,Body Slam,Normal,230,80,49,6.418,64.4,413.1,713,1,FALSE,ivory2
Lombre,Water,Grass,Bubble,Water,Ice Beam,Ice,120,112,135,6.418,86,551.8,"1,102",3,FALSE,dodgerblue2
Whismur,Normal,,Pound,Normal,Flamethrower,Fire,128,92,46,6.418,36.3,233,603,3,FALSE,ivory2
Glameow,Normal,,Scratch,Normal,Aerial Ace,Flying,98,109,83,6.415,64.8,415.6,934,4,FALSE,ivory2
Pikachu,Electric,,Present,Normal,Discharge,Electric,70,112,98,6.413,43.9,281.4,787,1,FALSE,yellow2
Pikachu,Electric,,Present,Normal,Discharge,Electric,70,112,98,6.413,43.9,281.4,787,1,FALSE,yellow2
Dusclops,Ghost,,Hex,Ghost,Shadow Punch,Ghost,80,124,260,6.412,105.3,675,"1,335",3,FALSE,midnightblue
Bagon,Dragon,,Bite,Dark,Twister,Dragon,90,134,113,6.411,57,365.4,"1,053",3,FALSE,cornflowerblue
Pikachu,Electric,,Quick Attack,Normal,Surf,Water,70,112,98,6.411,43.9,281.2,787,1,FALSE,yellow2
Loudred,Normal,,Bite,Dark,Disarming Voice,Fairy,168,134,86,6.409,78.1,500.8,"1,233",3,FALSE,ivory2
Aron,Steel,Rock,Tackle,Normal,Body Slam,Normal,100,121,185,6.406,93.6,599.3,"1,232",3,FALSE,darkslategray4
Kirlia,Psychic,Fairy,Confusion,Psychic,Disarming Voice,Fairy,76,117,105,6.406,46.5,298,843,3,FALSE,deeppink1
Bayleef,Grass,,Razor Leaf,Grass,Ancient Power,Rock,120,122,160,6.405,102,653.3,"1,296",2,FALSE,green2
Chinchou,Water,Electric,Bubble,Water,Bubble Beam,Water,150,106,108,6.405,88.7,568.5,"1,067",2,FALSE,dodgerblue2
Mareep,Electric,,Tackle,Normal,Body Slam,Normal,110,114,89,6.405,53.9,345.2,887,2,FALSE,yellow2
Charmander,Fire,,Scratch,Normal,Flame Charge,Fire,78,116,98,6.4,45.8,293.4,831,1,FALSE,firebrick
Barboach,Water,Ground,Water Gun,Water,Aqua Tail,Water,100,93,86,6.394,50,319.7,716,3,FALSE,dodgerblue2
Larvitar,Rock,Ground,Rock Smash,Fighting,Ancient Power,Rock,100,115,100,6.388,55.1,351.7,904,2,FALSE,sienna4
Aron,Steel,Rock,Tackle,Normal,Rock Tomb,Rock,100,121,185,6.381,93.2,594.6,"1,232",3,FALSE,darkslategray4
Wartortle,Water,,Water Gun,Water,Aqua Jet,Water,118,126,160,6.38,100.1,638.7,"1,324",1,FALSE,dodgerblue2
Totodile,Water,,Water Gun,Water,Crunch,Dark,100,117,124,6.377,66.7,425.2,"1,011",2,FALSE,dodgerblue2
Horsea,Water,,Water Gun,Water,Flash Cannon,Steel,60,129,129,6.37,46.4,295.6,921,1,FALSE,dodgerblue2
Chimchar,Fire,,Scratch,Normal,Flame Wheel,Fire,88,113,88,6.368,63.4,403.6,957,4,FALSE,firebrick
Phanpy,Ground,,Tackle,Normal,Bulldoze,Ground,180,107,115,6.365,105.1,668.9,"1,175",2,FALSE,peru
Remoraid,Water,,Mud Shot,Ground,Water Pulse,Water,70,127,70,6.363,31.5,200.6,749,2,FALSE,dodgerblue2
Nidoran♀,Poison,,Poison Sting,Poison,Sludge Bomb,Poison,110,86,101,6.36,60.1,382.5,736,1,FALSE,purple3
Wingull,Water,Flying,Water Gun,Water,Ice Beam,Ice,80,106,60,6.359,31.9,202.6,642,3,FALSE,dodgerblue2
Shellder,Water,,Tackle,Normal,Bubble Beam,Water,60,116,181,6.357,60.5,384.9,958,1,FALSE,dodgerblue2
Dusclops,Ghost,,Feint Attack,Dark,Ice Punch,Ice,80,124,260,6.352,104.3,662.3,"1,335",3,FALSE,midnightblue
Aipom,Normal,,Astonish,Ghost,Aerial Ace,Flying,110,136,110,6.349,69.9,444,"1,188",2,FALSE,ivory2
Exeggcute,Grass,Psychic,Confusion,Psychic,Psychic,Psychic,120,107,151,6.349,92.2,585.4,"1,102",1,FALSE,green2
Kirlia,Psychic,Fairy,Confusion,Psychic,Psychic,Psychic,76,117,105,6.348,46.1,292.6,843,3,FALSE,deeppink1
Natu,Psychic,Flying,Peck,Flying,Night Shade,Ghost,80,134,90,6.347,43.5,276.2,925,2,FALSE,deeppink1
Spinarak,Bug,Poison,Poison Sting,Poison,Signal Beam,Bug,80,105,80,6.346,36.8,233.7,685,2,FALSE,darkgreen
Phanpy,Ground,,Tackle,Normal,Rock Slide,Rock,180,107,115,6.338,104.6,663.2,"1,175",2,FALSE,peru
Alolan Geodude,Rock,Electric,Volt Switch,Electric,Rock Tomb,Rock,80,132,163,6.337,74.4,471.2,"1,193",Alolan,FALSE,sienna4
Chimchar,Fire,,Ember,Fire,Flame Charge,Fire,88,113,88,6.332,63,399.1,957,4,FALSE,firebrick
Makuhita,Fighting,,Tackle,Normal,Heavy Slam,Steel,144,99,60,6.33,48.2,305.1,745,3,FALSE,chocolate2
Dusclops,Ghost,,Feint Attack,Dark,Fire Punch,Fire,80,124,260,6.325,103.8,656.6,"1,335",3,FALSE,midnightblue
Makuhita,Fighting,,Rock Smash,Fighting,Heavy Slam,Steel,144,99,60,6.318,48.1,303.9,745,3,FALSE,chocolate2
Snover,Grass,Ice,Ice Shard,Ice,Stomp,Normal,120,115,118,6.312,89.4,564,"1,159",4,FALSE,green2
Cherubi,Grass,,Tackle,Normal,Petal Blizzard,Grass,90,108,104,6.309,67,422.6,950,4,FALSE,green2
Nidoran♀,Poison,,Bite,Dark,Sludge Bomb,Poison,110,86,101,6.307,59.6,376.1,736,1,FALSE,purple3
Castform,Normal,,Powder Snow,Ice,Fire Blast,Fire,140,139,140,6.302,104.4,657.8,"1,486",3,FALSE,ivory2
Togetic,Fairy,Flying,Hidden Power,Normal,Ancient Power,Rock,110,140,205,6.3,112.6,709.2,"1,553",2,FALSE,pink1
Remoraid,Water,,Mud Shot,Ground,Rock Blast,Rock,70,127,70,6.299,31.2,196.6,749,2,FALSE,dodgerblue2
Bidoof,Normal,,Tackle,Normal,Hyper Fang,Normal,118,80,80,6.295,64.6,406.5,721,4,FALSE,ivory2
Totodile,Water,,Scratch,Normal,Crunch,Dark,100,117,124,6.284,65.7,412.8,"1,011",2,FALSE,dodgerblue2
Wartortle,Water,,Bite,Dark,Aqua Jet,Water,118,126,160,6.283,98.6,619.3,"1,324",1,FALSE,dodgerblue2
Mantyke,Water,Flying,Bubble,Water,Aerial Ace,Flying,90,105,223,6.282,120.9,759.7,"1,248",4,FALSE,dodgerblue2
Dusclops,Ghost,,Hex,Ghost,Ice Punch,Ice,80,124,260,6.28,103.1,647.4,"1,335",3,FALSE,midnightblue
Hippopotas,Ground,,Bite,Dark,Rock Tomb,Rock,136,124,147,6.272,106.5,668,"1,358",4,FALSE,peru
Blissey,Normal,,Zen Headbutt,Psychic,Psychic,Psychic,510,129,239,6.271,557.5,"3,496.10","3,219",2,FALSE,ivory2
Cyndaquil,Fire,,Tackle,Normal,Flame Charge,Fire,78,116,98,6.271,44.9,281.7,831,2,FALSE,firebrick
Castform,Normal,,Hex,Ghost,Thunder,Electric,140,139,140,6.269,103.9,651.1,"1,486",3,FALSE,ivory2
Nidorina,Poison,,Bite,Dark,Poison Fang,Poison,140,117,131,6.268,95.1,595.9,"1,218",1,FALSE,purple3
Goldeen,Water,,Mud Shot,Ground,Water Pulse,Water,90,123,118,6.267,59.4,372.1,"1,006",1,FALSE,dodgerblue2
Larvitar,Rock,Ground,Bite,Dark,Crunch,Dark,100,115,100,6.266,54,338.4,904,2,FALSE,sienna4
Charmander,Fire,,Ember,Fire,Flame Charge,Fire,78,116,98,6.265,44.9,281.2,831,1,FALSE,firebrick
Cyndaquil,Fire,,Ember,Fire,Flame Charge,Fire,78,116,98,6.265,44.9,281.2,831,2,FALSE,firebrick
Rhyhorn,Ground,Rock,Rock Smash,Fighting,Horn Attack,Normal,160,140,174,6.265,130.9,819.8,"1,679",1,FALSE,peru
Castform,Normal,,Powder Snow,Ice,Hurricane,Flying,140,139,140,6.261,103.7,649.3,"1,486",3,FALSE,ivory2
Alolan Meowth,Dark,,Scratch,Normal,Dark Pulse,Dark,80,99,81,6.258,39.6,247.9,679,Alolan,FALSE,gray0
Mudkip,Water,,Tackle,Normal,Dig,Ground,100,126,100,6.258,53.9,337.5,981,3,FALSE,dodgerblue2
Aipom,Normal,,Astonish,Ghost,Swift,Normal,110,136,110,6.255,68.9,431,"1,188",2,FALSE,ivory2
Dusclops,Ghost,,Hex,Ghost,Fire Punch,Fire,80,124,260,6.253,102.6,641.8,"1,335",3,FALSE,midnightblue
Ledian,Bug,Flying,Struggle Bug,Bug,Bug Buzz,Bug,110,107,205,6.251,121.5,759.4,"1,275",2,FALSE,darkgreen
Psyduck,Water,,Water Gun,Water,Psybeam,Psychic,100,122,100,6.232,55.2,344.1,966,1,FALSE,dodgerblue2
Buizel,Water,,Quick Attack,Normal,Swift,Normal,110,132,69,6.228,57.1,355.3,"1,054",4,FALSE,dodgerblue2
Lickitung,Normal,,Zen Headbutt,Psychic,Stomp,Normal,180,108,150,6.227,128.1,797.6,"1,322",1,FALSE,ivory2
Torchic,Fire,,Ember,Fire,Rock Tomb,Rock,90,130,98,6.227,48.5,302.3,959,3,FALSE,firebrick
Budew,Grass,Poison,Hidden Power,Normal,Grass Knot,Grass,80,91,131,6.226,72.3,450.3,856,4,FALSE,green2
Barboach,Water,Ground,Water Gun,Water,Mud Bomb,Ground,100,93,86,6.218,48.6,302.4,716,3,FALSE,dodgerblue2
Sandshrew,Ground,,Scratch,Normal,Rock Tomb,Rock,100,126,156,6.216,79.4,493.4,"1,194",1,FALSE,peru
Koffing,Poison,,Tackle,Normal,Dark Pulse,Dark,80,119,178,6.215,73.3,455.8,"1,091",1,FALSE,purple3
Chimchar,Fire,,Ember,Fire,Flame Wheel,Fire,88,113,88,6.206,61.8,383.4,957,4,FALSE,firebrick
Dratini,Dragon,,Dragon Breath,Dragon,Twister,Dragon,82,119,99,6.196,45.5,281.7,860,1,FALSE,cornflowerblue
Starly,Normal,Flying,Tackle,Normal,Brave Bird,Flying,80,101,60,6.191,42.3,262.1,719,4,FALSE,ivory2
Wingull,Water,Flying,Water Gun,Water,Water Pulse,Water,80,106,60,6.186,31,191.7,642,3,FALSE,dodgerblue2
Natu,Psychic,Flying,Quick Attack,Normal,Night Shade,Ghost,80,134,90,6.182,42.4,262,925,2,FALSE,deeppink1
Goldeen,Water,,Peck,Flying,Water Pulse,Water,90,123,118,6.181,58.6,361.9,"1,006",1,FALSE,dodgerblue2
Meowth,Normal,,Scratch,Normal,Foul Play,Dark,80,92,79,6.18,39.1,241.7,638,1,FALSE,ivory2
Mantyke,Water,Flying,Tackle,Normal,Aerial Ace,Flying,90,105,223,6.175,118.9,734,"1,248",4,FALSE,dodgerblue2
Loudred,Normal,,Rock Smash,Fighting,Disarming Voice,Fairy,168,134,86,6.174,75.3,464.8,"1,233",3,FALSE,ivory2
Clefairy,Fairy,,Pound,Normal,Body Slam,Normal,140,107,126,6.169,86.9,536.3,"1,085",1,FALSE,pink1
Barboach,Water,Ground,Mud Shot,Ground,Aqua Tail,Water,100,93,86,6.165,48.2,297.3,716,3,FALSE,dodgerblue2
Pikachu,Electric,,Present,Normal,Thunderbolt,Electric,70,112,98,6.161,42.2,259.7,787,1,FALSE,yellow2
Pikachu,Electric,,Present,Normal,Thunderbolt,Electric,70,112,98,6.161,42.2,259.7,787,1,FALSE,yellow2
Numel,Fire,Ground,Ember,Fire,Heat Wave,Fire,120,119,89,6.152,55.9,343.9,957,3,FALSE,firebrick
Ledian,Bug,Flying,Bug Bite,Bug,Silver Wind,Bug,110,107,205,6.143,119.4,733.2,"1,275",2,FALSE,darkgreen
Alolan Diglett,Ground,Steel,Metal Claw,Steel,Mud Bomb,Ground,20,108,80,6.139,15.5,95.2,463,Alolan,FALSE,peru
Starly,Normal,Flying,Quick Attack,Normal,Brave Bird,Flying,80,101,60,6.137,42,257.6,719,4,FALSE,ivory2
Surskit,Bug,Water,Bug Bite,Bug,Signal Beam,Bug,80,93,99,6.132,45.3,277.7,695,3,FALSE,darkgreen
Dunsparce,Normal,,Astonish,Ghost,Dig,Ground,200,131,139,6.127,133.5,817.7,"1,615",2,FALSE,ivory2
Poochyena,Dark,,Snarl,Dark,Crunch,Dark,70,96,69,6.12,28.2,172.3,564,3,FALSE,gray0
Corphish,Water,,Bubble,Water,Vice Grip,Normal,86,141,123,6.118,54.9,335.9,"1,107",3,FALSE,dodgerblue2
Ledian,Bug,Flying,Struggle Bug,Bug,Aerial Ace,Flying,110,107,205,6.113,118.8,726.1,"1,275",2,FALSE,darkgreen
Glameow,Normal,,Quick Attack,Normal,Aerial Ace,Flying,98,109,83,6.11,61.7,377,934,4,FALSE,ivory2
Vulpix,Fire,,Quick Attack,Normal,Flamethrower,Fire,76,96,124,6.11,52.9,323,774,1,FALSE,firebrick
Numel,Fire,Ground,Tackle,Normal,Heat Wave,Fire,120,119,89,6.102,55.4,338.3,957,3,FALSE,firebrick
Meowth,Normal,,Bite,Dark,Body Slam,Normal,80,92,79,6.096,38.6,235.2,638,1,FALSE,ivory2
Wingull,Water,Flying,Water Gun,Water,Air Cutter,Flying,80,106,60,6.088,30.5,185.7,642,3,FALSE,dodgerblue2
Ekans,Poison,,Poison Sting,Poison,Gunk Shot,Poison,70,110,106,6.087,42,255.7,778,1,FALSE,purple3
Nidorina,Poison,,Bite,Dark,Dig,Ground,140,117,131,6.085,92.3,561.5,"1,218",1,FALSE,purple3
Poochyena,Dark,,Tackle,Normal,Crunch,Dark,70,96,69,6.083,28,170.2,564,3,FALSE,gray0
Bastiodon,Rock,Steel,Iron Tail,Steel,Stone Edge,Rock,120,94,329,6.081,216,"1,313.30","1,539",4,FALSE,sienna4
Phanpy,Ground,,Tackle,Normal,Body Slam,Normal,180,107,115,6.077,100.3,609.7,"1,175",2,FALSE,peru
Chinchou,Water,Electric,Spark,Electric,Water Pulse,Water,150,106,108,6.071,84.1,510.6,"1,067",2,FALSE,dodgerblue2
Alolan Meowth,Dark,,Scratch,Normal,Night Slash,Dark,80,99,81,6.067,38.4,232.9,679,Alolan,FALSE,gray0
Chinchou,Water,Electric,Bubble,Water,Water Pulse,Water,150,106,108,6.063,84,509.3,"1,067",2,FALSE,dodgerblue2
Nidorina,Poison,,Poison Sting,Poison,Poison Fang,Poison,140,117,131,6.063,92,557.5,"1,218",1,FALSE,purple3
Castform,Normal,,Powder Snow,Ice,Thunder,Electric,140,139,140,6.061,100.4,608.5,"1,486",3,FALSE,ivory2
Ekans,Poison,,Acid,Poison,Poison Fang,Poison,70,110,106,6.058,41.8,253.3,778,1,FALSE,purple3
Pikachu,Electric,,Thunder Shock,Electric,Thunder,Electric,70,112,98,6.057,41.4,251,787,1,FALSE,yellow2
Pineco,Bug,,Bug Bite,Bug,Gyro Ball,Steel,100,108,166,6.057,77.8,471.5,"1,045",2,FALSE,darkgreen
Jigglypuff,Normal,Fairy,Feint Attack,Dark,Body Slam,Normal,230,80,49,6.056,60.7,367.8,713,1,FALSE,ivory2
Psyduck,Water,,Zen Headbutt,Psychic,Cross Chop,Fighting,100,122,100,6.052,53.6,324.5,966,1,FALSE,dodgerblue2
Wailmer,Water,,Splash,Normal,Water Pulse,Water,260,136,70,6.047,95.8,579.3,"1,424",3,FALSE,dodgerblue2
Vulpix,Fire,,Ember,Fire,Flamethrower,Fire,76,96,124,6.045,52.3,316.1,774,1,FALSE,firebrick
Totodile,Water,,Water Gun,Water,Aqua Jet,Water,100,117,124,6.044,63.2,382,"1,011",2,FALSE,dodgerblue2
Phanpy,Ground,,Rock Smash,Fighting,Bulldoze,Ground,180,107,115,6.042,99.7,602.7,"1,175",2,FALSE,peru
Azumarill,Water,Fairy,Rock Smash,Fighting,Ice Beam,Ice,200,112,160,6.041,150.5,909.3,"1,503",2,FALSE,dodgerblue2
Staryu,Water,,Tackle,Normal,Swift,Normal,60,137,110,6.039,39.9,241.1,926,1,FALSE,dodgerblue2
Venonat,Bug,Poison,Confusion,Psychic,Signal Beam,Bug,120,100,109,6.034,66.1,399,902,1,FALSE,darkgreen
Hippopotas,Ground,,Tackle,Normal,Rock Tomb,Rock,136,124,147,6.03,102.4,617.6,"1,358",4,FALSE,peru
Mantyke,Water,Flying,Bubble,Water,Ice Beam,Ice,90,105,223,6.029,116.1,699.8,"1,248",4,FALSE,dodgerblue2
Poliwag,Water,,Bubble,Water,Bubble Beam,Water,80,101,80,6.027,38.5,232.3,695,1,FALSE,dodgerblue2
Lileep,Rock,Grass,Acid,Poison,Ancient Power,Rock,132,105,172,6.026,103.9,626,"1,181",3,FALSE,sienna4
Squirtle,Water,,Bubble,Water,Aqua Tail,Water,88,94,130,6.013,58.9,354,808,1,FALSE,dodgerblue2
Zubat,Poison,Flying,Bite,Dark,Sludge Bomb,Poison,80,83,79,6.009,36.1,216.6,569,1,FALSE,purple3
Barboach,Water,Ground,Mud Shot,Ground,Mud Bomb,Ground,100,93,86,6.007,47,282.2,716,3,FALSE,dodgerblue2
Spheal,Ice,Water,Water Gun,Water,Aurora Beam,Ice,140,95,100,6,67.8,406.6,876,3,FALSE,cyan2
Pachirisu,Electric,,Volt Switch,Electric,Thunderbolt,Electric,120,94,175,5.998,132.3,793.8,"1,213",4,FALSE,yellow2
Shellder,Water,,Tackle,Normal,Water Pulse,Water,60,116,181,5.996,57.1,342.5,958,1,FALSE,dodgerblue2
Nidoran♂,Poison,,Poison Sting,Poison,Body Slam,Normal,92,105,80,5.995,40.5,242.9,739,1,FALSE,purple3
Dratini,Dragon,,Iron Tail,Steel,Wrap,Normal,82,119,99,5.992,44,263.5,860,1,FALSE,cornflowerblue
